AUROC,MSE,TRAIN_LOSS,VAL_LOSS,ACCURACY,RECALL,PRECISION,F1,CONFUSION_MATRIX
0.934249934176,0.0459618304425,0.0291198396602,0.0469006018278,0.941416199694,0.796875,0.333333333333,0.470046082949,"[[1797  102]
 [  13   51]]"
0.934237592154,0.0480972975321,0.0559601136335,0.0471369502164,0.949566989302,0.765625,0.368421052632,0.497461928934,"[[1815   84]
 [  15   49]]"
0.934225250132,0.0468455612901,0.0863378109528,0.044404109114,0.953132959755,0.734375,0.385245901639,0.505376344086,"[[1824   75]
 [  17   47]]"
0.933986637704,0.0350727929089,0.0373969126099,0.0333412222595,0.959755476312,0.765625,0.433628318584,0.553672316384,"[[1835   64]
 [  15   49]]"
0.933937269616,0.0476678052146,0.0506893934735,0.046158123545,0.939378502292,0.765625,0.320261437908,0.451612903226,"[[1795  104]
 [  15   49]]"
0.933879673512,0.039399729221,0.044109308711,0.038494255014,0.956189505858,0.75,0.406779661017,0.527472527473,"[[1829   70]
 [  16   48]]"
0.933764481306,0.0434741301159,0.0515910913721,0.0437045508994,0.953642384106,0.734375,0.388429752066,0.508108108108,"[[1825   74]
 [  17   47]]"
0.933344852554,0.0353644651234,0.0419319684462,0.0347477888174,0.95771777891,0.78125,0.420168067227,0.546448087432,"[[1830   69]
 [  14   50]]"
0.933180292259,0.0441617900833,0.0689810735554,0.0464535984045,0.943963321447,0.796875,0.344594594595,0.481132075472,"[[1802   97]
 [  13   51]]"
0.932814145603,0.0450112752323,0.0473084056724,0.0433768929266,0.943963321447,0.703125,0.330882352941,0.45,"[[1808   91]
 [  19   45]]"
0.932777119537,0.0507917047068,0.0562289277686,0.0483584592041,0.935303107489,0.765625,0.304347826087,0.435555555556,"[[1787  112]
 [  15   49]]"
0.932184702475,0.0516747780193,0.0596415618106,0.0506078408429,0.938869077942,0.78125,0.320512820513,0.454545454545,"[[1793  106]
 [  14   50]]"
0.932090080305,0.0353972086684,0.0410214972331,0.0379330487001,0.960264900662,0.75,0.436363636364,0.551724137931,"[[1837   62]
 [  16   48]]"
0.932081852291,0.0341102207357,0.0438467049985,0.0309235126245,0.964340295466,0.75,0.470588235294,0.578313253012,"[[1845   54]
 [  16   48]]"
0.931937862033,0.0496762855772,0.0619298367083,0.0486195104597,0.933265410087,0.75,0.294478527607,0.422907488987,"[[1784  115]
 [  16   48]]"
0.931538803318,0.0333382538484,0.0358468850843,0.0295004661348,0.963830871116,0.671875,0.462365591398,0.547770700637,"[[1849   50]
 [  21   43]]"
0.931271392838,0.0467324253842,0.0632451216536,0.0476346807317,0.943453897096,0.75,0.335664335664,0.463768115942,"[[1804   95]
 [  16   48]]"
0.931106832543,0.0375234551388,0.0659831607062,0.0374623802885,0.961793173714,0.71875,0.446601941748,0.550898203593,"[[1842   57]
 [  18   46]]"
0.93104923644,0.0480093087415,0.0637603218198,0.0461586671715,0.933265410087,0.75,0.294478527607,0.422907488987,"[[1784  115]
 [  16   48]]"
0.930950500263,0.0502748037542,0.0648988746058,0.0479336038277,0.927661742231,0.765625,0.278409090909,0.408333333333,"[[1772  127]
 [  15   49]]"
0.930234662981,0.0502051058772,0.0769707197397,0.0505733056095,0.933265410087,0.78125,0.299401197605,0.4329004329,"[[1782  117]
 [  14   50]]"
0.930226434966,0.039507488684,0.0426683244073,0.0429043643685,0.959246051961,0.78125,0.431034482759,0.555555555556,"[[1833   66]
 [  14   50]]"
0.930189408899,0.0492434959405,0.0551599948913,0.0491820823223,0.935303107489,0.765625,0.304347826087,0.435555555556,"[[1787  112]
 [  15   49]]"
0.930024848605,0.0315029309041,0.0456695168021,0.0319786041754,0.966377992868,0.734375,0.489583333333,0.5875,"[[1850   49]
 [  17   47]]"
0.929773894155,0.056646471931,0.0684771421329,0.0605031260414,0.93683138054,0.765625,0.310126582278,0.441441441441,"[[1790  109]
 [  15   49]]"
0.92959287783,0.0404957329198,0.0282768822215,0.0430964888486,0.952114111055,0.78125,0.384615384615,0.515463917526,"[[1819   80]
 [  14   50]]"
0.929477685624,0.0477802233039,0.0697110909529,0.0479578547765,0.937850229241,0.765625,0.314102564103,0.445454545455,"[[1792  107]
 [  15   49]]"
0.929420089521,0.050569059809,0.0652670284043,0.0491629501503,0.931737137035,0.765625,0.291666666667,0.422413793103,"[[1780  119]
 [  15   49]]"
0.929329581359,0.0443370990574,0.059333562279,0.0441112141908,0.946001018849,0.734375,0.345588235294,0.47,"[[1810   89]
 [  17   47]]"
0.928720708268,0.0449862106168,0.0540745830635,0.0457241537313,0.944982170148,0.78125,0.347222222222,0.480769230769,"[[1805   94]
 [  14   50]]"
0.928519121906,0.028905961473,0.0446272412619,0.0250910786366,0.966377992868,0.671875,0.488636363636,0.565789473684,"[[1854   45]
 [  21   43]]"
0.928280509479,0.036570080315,0.0312350400745,0.0374264241283,0.956698930209,0.796875,0.414634146341,0.545454545455,"[[1827   72]
 [  13   51]]"
0.928276395471,0.0410267104298,0.0608901401596,0.041656322295,0.953642384106,0.765625,0.392,0.518518518519,"[[1823   76]
 [  15   49]]"
0.928054239073,0.0369094991386,0.0767705301483,0.0369525359228,0.956698930209,0.734375,0.408695652174,0.525139664804,"[[1831   68]
 [  17   47]]"
0.928013098999,0.0560615852334,0.0620879062582,0.0609497174727,0.946510443199,0.796875,0.356643356643,0.492753623188,"[[1807   92]
 [  13   51]]"
0.927943160874,0.0519746472794,0.0664938663052,0.0534837381054,0.940397350993,0.796875,0.329032258065,0.465753424658,"[[1795  104]
 [  13   51]]"
0.927889678778,0.0477643223233,0.0618656253413,0.0456259291273,0.938869077942,0.78125,0.320512820513,0.454545454545,"[[1793  106]
 [  14   50]]"
0.927585242233,0.0497682454448,0.0658511268581,0.0478108966083,0.931227712685,0.765625,0.289940828402,0.420600858369,"[[1779  120]
 [  15   49]]"
0.927507076093,0.0626446007566,0.0512973086412,0.0631381241561,0.944982170148,0.78125,0.347222222222,0.480769230769,"[[1805   94]
 [  14   50]]"
0.927256121643,0.0455444027083,0.0433440886115,0.0443661438109,0.943963321447,0.796875,0.344594594595,0.481132075472,"[[1802   97]
 [  13   51]]"
0.927140929437,0.047754109786,0.0544930649492,0.0470000665699,0.934284258788,0.734375,0.295597484277,0.421524663677,"[[1787  112]
 [  17   47]]"
0.926984597156,0.0500689273609,0.0686635478354,0.049702790975,0.941416199694,0.78125,0.331125827815,0.46511627907,"[[1798  101]
 [  14   50]]"
0.926334583992,0.0488199277454,0.0659364537023,0.0468004151313,0.938869077942,0.765625,0.318181818182,0.449541284404,"[[1794  105]
 [  15   49]]"
0.926260531859,0.0656926178601,0.0533652826601,0.0602850949166,0.909322465614,0.8125,0.238532110092,0.368794326241,"[[1733  166]
 [  12   52]]"
0.926153567667,0.0507300180489,0.066065270543,0.0489701860937,0.93683138054,0.796875,0.314814814815,0.451327433628,"[[1788  111]
 [  13   51]]"
0.925643430753,0.0354572633711,0.0609318321242,0.034463393894,0.962812022415,0.6875,0.453608247423,0.546583850932,"[[1846   53]
 [  20   44]]"
0.925524124539,0.0577410919526,0.0751516725135,0.0585129759773,0.927661742231,0.796875,0.283333333333,0.418032786885,"[[1770  129]
 [  13   51]]"
0.92549121248,0.0544546551752,0.0576553767871,0.0565979562996,0.937850229241,0.734375,0.309210526316,0.435185185185,"[[1794  105]
 [  17   47]]"
0.925343108215,0.0394507523035,0.074469819841,0.0386037165138,0.950076413653,0.75,0.369230769231,0.494845360825,"[[1817   82]
 [  16   48]]"
0.925013987625,0.0368194192091,0.049276199389,0.0347185759301,0.953132959755,0.75,0.387096774194,0.510638297872,"[[1823   76]
 [  16   48]]"
0.92478771722,0.0511130836327,0.0687203642912,0.049927935908,0.937850229241,0.78125,0.316455696203,0.45045045045,"[[1791  108]
 [  14   50]]"
0.924697209057,0.0461834197999,0.0622825966429,0.0454789493138,0.941416199694,0.796875,0.333333333333,0.470046082949,"[[1797  102]
 [  13   51]]"
0.924359860453,0.0360147650122,0.0648621159361,0.032954088255,0.957208354559,0.671875,0.405660377358,0.505882352941,"[[1836   63]
 [  21   43]]"
0.924261124276,0.0365531178322,0.0616831831989,0.0354154824102,0.955680081508,0.734375,0.401709401709,0.519337016575,"[[1829   70]
 [  17   47]]"
0.924170616114,0.0588063911083,0.0531340919362,0.0599762926924,0.917982679572,0.796875,0.256281407035,0.38783269962,"[[1751  148]
 [  13   51]]"
0.923993713797,0.0437069750505,0.0453540816663,0.0427521255881,0.955680081508,0.671875,0.394495412844,0.49710982659,"[[1833   66]
 [  21   43]]"
0.923594655082,0.0426886689485,0.0698603601085,0.0438033690739,0.944472745797,0.75,0.340425531915,0.468292682927,"[[1806   93]
 [  16   48]]"
0.923232622433,0.0448333649885,0.0689658265062,0.0450711787036,0.943963321447,0.765625,0.340277777778,0.471153846154,"[[1804   95]
 [  15   49]]"
0.923076290153,0.046676354973,0.0768410900505,0.0493103804088,0.938869077942,0.765625,0.318181818182,0.449541284404,"[[1794  105]
 [  15   49]]"
0.922977553976,0.0444840720955,0.0550066173863,0.0443082473238,0.942435048395,0.78125,0.335570469799,0.469483568075,"[[1800   99]
 [  14   50]]"
0.922788309637,0.0310374934308,0.0470213803021,0.0313229466738,0.965868568518,0.75,0.484848484848,0.588957055215,"[[1848   51]
 [  16   48]]"
0.922648433386,0.0387732170705,0.0626045140328,0.0373865069402,0.951095262354,0.734375,0.373015873016,0.494736842105,"[[1820   79]
 [  17   47]]"
0.922623749342,0.0286172689201,0.0913560342953,0.0269842264826,0.964849719817,0.671875,0.472527472527,0.554838709677,"[[1851   48]
 [  21   43]]"
0.92251678515,0.0501907713641,0.0516308291506,0.0504359867306,0.934284258788,0.78125,0.30303030303,0.436681222707,"[[1784  115]
 [  14   50]]"
0.922389250922,0.0472160464296,0.0662941396178,0.0472184747199,0.939887926643,0.75,0.32,0.448598130841,"[[1797  102]
 [  16   48]]"
0.922195892575,0.0509980974655,0.0770417502018,0.0510182288019,0.934284258788,0.78125,0.30303030303,0.436681222707,"[[1784  115]
 [  14   50]]"
0.922101270405,0.0492062491082,0.050676834196,0.0543344999976,0.949057564952,0.796875,0.369565217391,0.50495049505,"[[1812   87]
 [  13   51]]"
0.922097156398,0.0465158777917,0.0702371573586,0.0468535781074,0.941416199694,0.796875,0.333333333333,0.470046082949,"[[1797  102]
 [  13   51]]"
0.921981964192,0.0393033315852,0.0655054812004,0.0397688055812,0.949057564952,0.71875,0.359375,0.479166666667,"[[1817   82]
 [  18   46]]"
0.921471827278,0.0447919478484,0.0616814360191,0.043875410249,0.93632195619,0.75,0.305732484076,0.434389140271,"[[1790  109]
 [  16   48]]"
0.921438915219,0.0499743734928,0.0720199065532,0.0521333265696,0.938359653591,0.78125,0.31847133758,0.452488687783,"[[1792  107]
 [  14   50]]"
0.921340179042,0.0416715285854,0.0622953486766,0.0408955409318,0.94701986755,0.765625,0.355072463768,0.485148514851,"[[1810   89]
 [  15   49]]"
0.921257898894,0.0461330107655,0.0674563039124,0.0466651918403,0.940906775344,0.765625,0.326666666667,0.457943925234,"[[1798  101]
 [  15   49]]"
0.921200302791,0.0430663633826,0.0666120413859,0.0411968240391,0.941925624045,0.765625,0.331081081081,0.462264150943,"[[1800   99]
 [  15   49]]"
0.921126250658,0.0438339267885,0.0686142385469,0.0423423009151,0.940906775344,0.78125,0.328947368421,0.462962962963,"[[1797  102]
 [  14   50]]"
0.920969918378,0.042058537768,0.0633229981261,0.0411547551826,0.944982170148,0.765625,0.345070422535,0.47572815534,"[[1806   93]
 [  15   49]]"
0.920764218009,0.0438715890452,0.0550910892936,0.0430412624073,0.943453897096,0.78125,0.340136054422,0.473933649289,"[[1802   97]
 [  14   50]]"
0.920706621906,0.0451768019444,0.0639035915026,0.0434403829466,0.941925624045,0.796875,0.335526315789,0.472222222222,"[[1798  101]
 [  13   51]]"
0.920690165877,0.0444855058396,0.0637096845718,0.043129814145,0.943453897096,0.796875,0.342281879195,0.478873239437,"[[1801   98]
 [  13   51]]"
0.920628455766,0.0528588491098,0.0589722847982,0.0554436969131,0.927152317881,0.796875,0.281767955801,0.416326530612,"[[1769  130]
 [  13   51]]"
0.920624341759,0.0424711386142,0.063014823598,0.0408976544359,0.944472745797,0.765625,0.342657342657,0.473429951691,"[[1805   94]
 [  15   49]]"
0.920599657715,0.0430832421417,0.0689774308435,0.0410558213076,0.944982170148,0.78125,0.347222222222,0.480769230769,"[[1805   94]
 [  14   50]]"
0.920311677199,0.0326031584309,0.500000000024,0.0321100918115,0.967396841569,0.0,0.0,0.0,"[[1899    0]
 [  64    0]]"
0.920237625066,0.0407452903882,0.0616725344375,0.04604461799,0.964849719817,0.703125,0.473684210526,0.566037735849,"[[1849   50]
 [  19   45]]"
0.920073064771,0.0417936068149,0.0536806833765,0.0410204651432,0.946001018849,0.765625,0.35,0.480392156863,"[[1808   91]
 [  15   49]]"
0.919924960506,0.0468748493934,0.0770538462194,0.0471646764622,0.939378502292,0.78125,0.322580645161,0.456621004566,"[[1794  105]
 [  14   50]]"
0.91985502238,0.0378864170026,0.0510514973407,0.0345733264436,0.957208354559,0.71875,0.410714285714,0.522727272727,"[[1833   66]
 [  18   46]]"
0.919809768299,0.0412848679213,0.0625637054957,0.0399425334841,0.9475292919,0.75,0.355555555556,0.482412060302,"[[1812   87]
 [  16   48]]"
0.919719260137,0.0460112377171,0.0683940569247,0.0474255804303,0.940397350993,0.765625,0.324503311258,0.455813953488,"[[1797  102]
 [  15   49]]"
0.919636979989,0.0456722668679,0.0709586467261,0.0445815813362,0.940906775344,0.796875,0.331168831169,0.467889908257,"[[1796  103]
 [  13   51]]"
0.919579383886,0.0435042819928,0.0552335409573,0.0435452359699,0.942944472746,0.78125,0.337837837838,0.471698113208,"[[1801   98]
 [  14   50]]"
0.919579383886,0.0471997285026,0.0545917975081,0.0478035752395,0.93683138054,0.78125,0.3125,0.446428571429,"[[1789  110]
 [  14   50]]"
0.919501217746,0.0557735290632,0.0498140578408,0.0515412265372,0.937850229241,0.78125,0.316455696203,0.45045045045,"[[1791  108]
 [  14   50]]"
0.919439507636,0.0414209183972,0.0704548577509,0.0405092472847,0.94701986755,0.765625,0.355072463768,0.485148514851,"[[1810   89]
 [  15   49]]"
0.919398367562,0.0522837426753,0.0785197534664,0.0530545103699,0.932755985736,0.78125,0.297619047619,0.431034482759,"[[1781  118]
 [  14   50]]"
0.919398367562,0.0528426476751,0.0786109360478,0.0541151531048,0.931227712685,0.78125,0.292397660819,0.425531914894,"[[1778  121]
 [  14   50]]"
0.919324315429,0.0425709333377,0.0547345853745,0.042938106605,0.946510443199,0.78125,0.354609929078,0.487804878049,"[[1808   91]
 [  14   50]]"
0.919316087414,0.0463490648674,0.0603154460054,0.0481268376052,0.952623535405,0.78125,0.387596899225,0.518134715026,"[[1820   79]
 [  14   50]]"
0.9193078594,0.0366039223692,0.0482196093169,0.0362074616274,0.955680081508,0.71875,0.4,0.513966480447,"[[1830   69]
 [  18   46]]"
0.919217351237,0.0457563289081,0.0646199162815,0.0455140322295,0.941925624045,0.796875,0.335526315789,0.472222222222,"[[1798  101]
 [  13   51]]"
0.919180325171,0.0759711974215,0.089369176909,0.0761847281022,0.923076923077,0.8125,0.272251308901,0.407843137255,"[[1760  139]
 [  12   52]]"
0.919093931016,0.0538322864896,0.0822880237591,0.0541236681995,0.929190015283,0.78125,0.285714285714,0.418410041841,"[[1774  125]
 [  14   50]]"
0.919085703002,0.0442030687016,0.0552736423764,0.0448853706867,0.943963321447,0.78125,0.342465753425,0.47619047619,"[[1803   96]
 [  14   50]]"
0.919065132965,0.0415354463289,0.0531877599596,0.0407070230909,0.946510443199,0.765625,0.352517985612,0.48275862069,"[[1809   90]
 [  15   49]]"
0.919023992891,0.0624671229473,0.0646361615141,0.064615879637,0.932755985736,0.734375,0.29012345679,0.41592920354,"[[1784  115]
 [  17   47]]"
0.919019878884,0.0448836832621,0.0534507063766,0.0440876809586,0.939887926643,0.78125,0.324675324675,0.45871559633,"[[1795  104]
 [  14   50]]"
0.918995194839,0.0523008332062,0.0816956166559,0.0528056355047,0.931227712685,0.78125,0.292397660819,0.425531914894,"[[1778  121]
 [  14   50]]"
0.918888230648,0.0428807956984,0.0542377631877,0.0418290389772,0.94701986755,0.78125,0.357142857143,0.490196078431,"[[1809   90]
 [  14   50]]"
0.918863546603,0.0466738838396,0.0571031103934,0.0466060867489,0.939378502292,0.796875,0.324840764331,0.461538461538,"[[1793  106]
 [  13   51]]"
0.918715442338,0.0430221052335,0.0542066172746,0.0429600839571,0.943963321447,0.765625,0.340277777778,0.471153846154,"[[1804   95]
 [  15   49]]"
0.91866607425,0.0412344385233,0.055046911929,0.041270523109,0.948038716251,0.765625,0.360294117647,0.49,"[[1812   87]
 [  15   49]]"
0.918616706161,0.0424810292492,0.0535699027991,0.0416733980346,0.943453897096,0.78125,0.340136054422,0.473933649289,"[[1802   97]
 [  14   50]]"
0.918612592154,0.0461116112413,0.0728255007269,0.0467521094629,0.938869077942,0.78125,0.320512820513,0.454545454545,"[[1793  106]
 [  14   50]]"
0.918526197999,0.0662010867843,0.0962509913003,0.0666829333636,0.92664289353,0.78125,0.277777777778,0.409836065574,"[[1769  130]
 [  14   50]]"
0.918427461822,0.0456791333313,0.0652764145886,0.0455303908944,0.940906775344,0.796875,0.331168831169,0.467889908257,"[[1796  103]
 [  13   51]]"
0.918394549763,0.0324545028787,0.0434557097916,0.0318701220914,0.962812022415,0.765625,0.457943925234,0.573099415205,"[[1841   58]
 [  15   49]]"
0.91833695366,0.0477674080803,0.0750617078674,0.0476904045582,0.939887926643,0.765625,0.322368421053,0.453703703704,"[[1796  103]
 [  15   49]]"
0.918229989468,0.0470815403109,0.0584232411476,0.0471480168045,0.939378502292,0.796875,0.324840764331,0.461538461538,"[[1793  106]
 [  13   51]]"
0.918172393365,0.0467627357799,0.0722335406376,0.0456402423762,0.942435048395,0.796875,0.337748344371,0.474418604651,"[[1799  100]
 [  13   51]]"
0.918040745129,0.0448270603444,0.0642186987489,0.0449340305273,0.942944472746,0.796875,0.34,0.476635514019,"[[1800   99]
 [  13   51]]"
0.918032517114,0.0571445510513,0.0880278158258,0.0575493555155,0.931737137035,0.78125,0.294117647059,0.42735042735,"[[1779  120]
 [  14   50]]"
0.918032517114,0.0457346278525,0.0488432020828,0.0453011735393,0.943453897096,0.8125,0.344370860927,0.483720930233,"[[1800   99]
 [  12   52]]"
0.918016061085,0.0474857714761,0.0666245327895,0.0476715288654,0.939378502292,0.796875,0.324840764331,0.461538461538,"[[1793  106]
 [  13   51]]"
0.917843272775,0.0597069530705,0.0914435330925,0.0599701924213,0.930718288334,0.78125,0.290697674419,0.423728813559,"[[1777  122]
 [  14   50]]"
0.917826816746,0.0533483205763,0.0813760771526,0.0544761978052,0.931737137035,0.78125,0.294117647059,0.42735042735,"[[1779  120]
 [  14   50]]"
0.917744536598,0.0545046312922,0.0536901437262,0.0566314306494,0.914926133469,0.78125,0.246305418719,0.374531835206,"[[1746  153]
 [  14   50]]"
0.917736308583,0.0285342861142,0.0448349034838,0.0275655077088,0.96892511462,0.6875,0.517647058824,0.590604026846,"[[1858   41]
 [  20   44]]"
0.917662256451,0.0413764784397,0.0727683542458,0.0420756919289,0.94701986755,0.734375,0.350746268657,0.474747474747,"[[1812   87]
 [  17   47]]"
0.917654028436,0.0487314888627,0.0756548454208,0.0489803697918,0.934284258788,0.765625,0.300613496933,0.431718061674,"[[1785  114]
 [  15   49]]"
0.917629344392,0.0597675337438,0.0918781723915,0.0603418956064,0.932755985736,0.765625,0.295180722892,0.426086956522,"[[1782  117]
 [  15   49]]"
0.917588204318,0.0487859019634,0.0736887967854,0.0484725184564,0.939378502292,0.796875,0.324840764331,0.461538461538,"[[1793  106]
 [  13   51]]"
0.917555292259,0.0372749689855,0.0398920835681,0.0352464708897,0.956698930209,0.703125,0.405405405405,0.514285714286,"[[1833   66]
 [  19   45]]"
0.917518266193,0.0654142341914,0.0810902255803,0.0652846524323,0.933265410087,0.75,0.294478527607,0.422907488987,"[[1784  115]
 [  16   48]]"
0.91736604792,0.0450543354127,0.063003219983,0.0455817190378,0.944472745797,0.78125,0.344827586207,0.478468899522,"[[1804   95]
 [  14   50]]"
0.91736604792,0.0502888012701,0.0765966145894,0.0508653910852,0.932246561386,0.765625,0.293413173653,0.424242424242,"[[1781  118]
 [  15   49]]"
